"Count of Vehicles by Make ,Body Type and Colour as at  30th June 2020",,,,
MAKE_DESC,BODY_TYPE_DESC,YEAR_OF_MANUFACTURE,COLOUR_DESC,TOTAL
HOLDEN,UTILITY,1961,GREEN,2
HOLDEN,UTILITY,1961,GREY,3
HOLDEN,UTILITY,1961,RED,1
HOLDEN,UTILITY,1961,WHITE,1
HOLDEN,UTILITY,1962,BLUE,2
HOLDEN,UTILITY,1962,GREEN,2
HOLDEN,UTILITY,1962,GREY,1
HOLDEN,UTILITY,1962,PINK,1
HOLDEN,UTILITY,1962,SILVER,1
HOLDEN,UTILITY,1962,WHITE,1
HOLDEN,UTILITY,1963,BEIGE,1
HOLDEN,UTILITY,1963,BLACK,2
HOLDEN,UTILITY,1963,BLUE,4
HOLDEN,UTILITY,1963,CREAM,3
HOLDEN,UTILITY,1963,GREEN,5
HOLDEN,UTILITY,1963,GREY,4
HOLDEN,UTILITY,1963,PINK,2
HOLDEN,UTILITY,1963,WHITE,4
HOLDEN,UTILITY,1964,BLUE,10
HOLDEN,UTILITY,1964,GREEN,4
HOLDEN,UTILITY,1964,GREY,4
HOLDEN,UTILITY,1964,ORANGE,1
HOLDEN,UTILITY,1964,PINK,2
HOLDEN,UTILITY,1964,RED,1
HOLDEN,UTILITY,1964,SILVER,1
HOLDEN,UTILITY,1964,TURQUOISE,1
HOLDEN,UTILITY,1964,WHITE,6
HOLDEN,UTILITY,1964,YELLOW,2
HOLDEN,UTILITY,1965,BLUE,5
HOLDEN,UTILITY,1965,CREAM,2
HOLDEN,UTILITY,1965,GREEN,1
HOLDEN,UTILITY,1965,GREY,1
HOLDEN,UTILITY,1965,PURPLE,1
HOLDEN,UTILITY,1965,SILVER,1
HOLDEN,UTILITY,1965,WHITE,2
HOLDEN,UTILITY,1966,BLUE,7
HOLDEN,UTILITY,1966,CREAM,1
HOLDEN,UTILITY,1966,FAWN,1
HOLDEN,UTILITY,1966,GREEN,1
HOLDEN,UTILITY,1966,MAROON,1
HOLDEN,UTILITY,1966,ORANGE,2
HOLDEN,UTILITY,1966,RED,2
HOLDEN,UTILITY,1966,WHITE,10
HOLDEN,UTILITY,1966,YELLOW,1
HOLDEN,UTILITY,1967,BEIGE,1
HOLDEN,UTILITY,1967,BLACK,1
HOLDEN,UTILITY,1967,BLUE,9
HOLDEN,UTILITY,1967,BROWN,1
HOLDEN,UTILITY,1967,CREAM,2
HOLDEN,UTILITY,1967,FAWN,1
HOLDEN,UTILITY,1967,GREEN,5
HOLDEN,UTILITY,1967,ORANGE,1
HOLDEN,UTILITY,1967,PINK,1
HOLDEN,UTILITY,1967,SILVER,1
HOLDEN,UTILITY,1967,WHITE,10
HOLDEN,UTILITY,1968,BEIGE,1
HOLDEN,UTILITY,1968,BLACK,2
HOLDEN,UTILITY,1968,BLUE,6
HOLDEN,UTILITY,1968,BROWN,3
HOLDEN,UTILITY,1968,GREEN,6
HOLDEN,UTILITY,1968,ORANGE,1
HOLDEN,UTILITY,1968,SILVER,1
HOLDEN,UTILITY,1968,WHITE,10
HOLDEN,UTILITY,1968,YELLOW,1
HOLDEN,UTILITY,1969,BLACK,1
HOLDEN,UTILITY,1969,BLUE,1
HOLDEN,UTILITY,1969,BROWN,2
HOLDEN,UTILITY,1969,CREAM,1
HOLDEN,UTILITY,1969,FAWN,1
HOLDEN,UTILITY,1969,GREEN,2
HOLDEN,UTILITY,1969,RED,2
HOLDEN,UTILITY,1969,SILVER,1
HOLDEN,UTILITY,1969,WHITE,9
HOLDEN,UTILITY,1969,YELLOW,2
HOLDEN,UTILITY,1970,BEIGE,1
HOLDEN,UTILITY,1970,BLUE,2
HOLDEN,UTILITY,1970,GREEN,4
HOLDEN,UTILITY,1970,GREY,1
HOLDEN,UTILITY,1970,ORANGE,1
HOLDEN,UTILITY,1970,RED,4
HOLDEN,UTILITY,1970,SILVER,1
HOLDEN,UTILITY,1970,WHITE,23
HOLDEN,UTILITY,1970,YELLOW,3
HOLDEN,UTILITY,1971,BLUE,8
HOLDEN,UTILITY,1971,BROWN,3
HOLDEN,UTILITY,1971,FAWN,1
HOLDEN,UTILITY,1971,GOLD,1
HOLDEN,UTILITY,1971,GREEN,2
HOLDEN,UTILITY,1971,GREY,2
HOLDEN,UTILITY,1971,ORANGE,2
HOLDEN,UTILITY,1971,PURPLE,2
HOLDEN,UTILITY,1971,RED,3
HOLDEN,UTILITY,1971,SILVER,3
HOLDEN,UTILITY,1971,WHITE,14
HOLDEN,UTILITY,1971,YELLOW,4
HOLDEN,UTILITY,1972,BLACK,3
HOLDEN,UTILITY,1972,BLUE,11
HOLDEN,UTILITY,1972,BROWN,3
HOLDEN,UTILITY,1972,CREAM,2
HOLDEN,UTILITY,1972,FAWN,2
HOLDEN,UTILITY,1972,GOLD,3
HOLDEN,UTILITY,1972,GREEN,3
HOLDEN,UTILITY,1972,GREY,2
HOLDEN,UTILITY,1972,MAUVE,1
HOLDEN,UTILITY,1972,ORANGE,3
HOLDEN,UTILITY,1972,PURPLE,2
HOLDEN,UTILITY,1972,RED,6
HOLDEN,UTILITY,1972,SILVER,2
HOLDEN,UTILITY,1972,WHITE,21
HOLDEN,UTILITY,1972,YELLOW,1
HOLDEN,UTILITY,1973,BLACK,5
HOLDEN,UTILITY,1973,BLUE,14
HOLDEN,UTILITY,1973,BROWN,1
HOLDEN,UTILITY,1973,CREAM,1
HOLDEN,UTILITY,1973,GREEN,10
HOLDEN,UTILITY,1973,GREY,4
HOLDEN,UTILITY,1973,MAROON,1
HOLDEN,UTILITY,1973,PURPLE,1
HOLDEN,UTILITY,1973,RED,5
HOLDEN,UTILITY,1973,SILVER,1
HOLDEN,UTILITY,1973,WHITE,20
HOLDEN,UTILITY,1974,BLACK,1
HOLDEN,UTILITY,1974,BLUE,7
HOLDEN,UTILITY,1974,BROWN,3
HOLDEN,UTILITY,1974,CREAM,2
HOLDEN,UTILITY,1974,FAWN,2
HOLDEN,UTILITY,1974,GOLD,1
HOLDEN,UTILITY,1974,GREEN,5
HOLDEN,UTILITY,1974,GREY,2
HOLDEN,UTILITY,1974,ORANGE,6
HOLDEN,UTILITY,1974,PURPLE,2
HOLDEN,UTILITY,1974,RED,4
HOLDEN,UTILITY,1974,SILVER,3
HOLDEN,UTILITY,1974,WHITE,18
HOLDEN,UTILITY,1974,YELLOW,6
HOLDEN,UTILITY,1975,BLACK,3
HOLDEN,UTILITY,1975,BLUE,8
HOLDEN,UTILITY,1975,BROWN,2
HOLDEN,UTILITY,1975,CREAM,3
HOLDEN,UTILITY,1975,FAWN,1
HOLDEN,UTILITY,1975,GREEN,7
HOLDEN,UTILITY,1975,GREY,3
HOLDEN,UTILITY,1975,ORANGE,1
HOLDEN,UTILITY,1975,PURPLE,1
HOLDEN,UTILITY,1975,RED,4
HOLDEN,UTILITY,1975,SILVER,2
HOLDEN,UTILITY,1975,TAN,1
HOLDEN,UTILITY,1975,WHITE,14
HOLDEN,UTILITY,1975,YELLOW,8
HOLDEN,UTILITY,1976,BLACK,2
HOLDEN,UTILITY,1976,BLUE,12
HOLDEN,UTILITY,1976,BROWN,3
HOLDEN,UTILITY,1976,CREAM,2
HOLDEN,UTILITY,1976,FAWN,1
HOLDEN,UTILITY,1976,GOLD,3
HOLDEN,UTILITY,1976,GREEN,4
HOLDEN,UTILITY,1976,GREY,3
HOLDEN,UTILITY,1976,MAROON,1
HOLDEN,UTILITY,1976,ORANGE,2
HOLDEN,UTILITY,1976,RED,7
HOLDEN,UTILITY,1976,WHITE,18
HOLDEN,UTILITY,1976,YELLOW,5
HOLDEN,UTILITY,1977,BLACK,2
HOLDEN,UTILITY,1977,BLUE,15
HOLDEN,UTILITY,1977,BROWN,1
HOLDEN,UTILITY,1977,CREAM,7
HOLDEN,UTILITY,1977,FAWN,6
HOLDEN,UTILITY,1977,GOLD,3
HOLDEN,UTILITY,1977,GREEN,7
HOLDEN,UTILITY,1977,GREY,1
HOLDEN,UTILITY,1977,ORANGE,2
HOLDEN,UTILITY,1977,PURPLE,1
HOLDEN,UTILITY,1977,RED,6
HOLDEN,UTILITY,1977,WHITE,20
HOLDEN,UTILITY,1977,YELLOW,9
HOLDEN,UTILITY,1978,BLACK,4
HOLDEN,UTILITY,1978,BLUE,22
HOLDEN,UTILITY,1978,BRONZE,1
HOLDEN,UTILITY,1978,BROWN,2
HOLDEN,UTILITY,1978,CREAM,10
HOLDEN,UTILITY,1978,FAWN,1
HOLDEN,UTILITY,1978,GREEN,9
HOLDEN,UTILITY,1978,GREY,2
HOLDEN,UTILITY,1978,MAROON,2
HOLDEN,UTILITY,1978,ORANGE,10
HOLDEN,UTILITY,1978,PURPLE,3
HOLDEN,UTILITY,1978,RED,10
HOLDEN,UTILITY,1978,SILVER,3
HOLDEN,UTILITY,1978,WHITE,27
HOLDEN,UTILITY,1978,YELLOW,10
HOLDEN,UTILITY,1979,BLACK,2
HOLDEN,UTILITY,1979,BLUE,10
HOLDEN,UTILITY,1979,BROWN,4
HOLDEN,UTILITY,1979,CREAM,4
HOLDEN,UTILITY,1979,FAWN,1
HOLDEN,UTILITY,1979,GOLD,1
HOLDEN,UTILITY,1979,GREEN,5
HOLDEN,UTILITY,1979,GREY,1
HOLDEN,UTILITY,1979,ORANGE,2
HOLDEN,UTILITY,1979,PURPLE,1
HOLDEN,UTILITY,1979,RED,6
HOLDEN,UTILITY,1979,SILVER,1
HOLDEN,UTILITY,1979,WHITE,36
HOLDEN,UTILITY,1979,YELLOW,11
HOLDEN,UTILITY,1980,BLACK,2
HOLDEN,UTILITY,1980,BLUE,13
HOLDEN,UTILITY,1980,CREAM,1
HOLDEN,UTILITY,1980,FAWN,4
HOLDEN,UTILITY,1980,GREEN,8
HOLDEN,UTILITY,1980,GREY,2
HOLDEN,UTILITY,1980,MAROON,1
HOLDEN,UTILITY,1980,ORANGE,3
HOLDEN,UTILITY,1980,PURPLE,3
HOLDEN,UTILITY,1980,RED,4
HOLDEN,UTILITY,1980,WHITE,28
HOLDEN,UTILITY,1980,YELLOW,8
HOLDEN,UTILITY,1981,BEIGE,1
HOLDEN,UTILITY,1981,BLACK,1
HOLDEN,UTILITY,1981,BLUE,11
HOLDEN,UTILITY,1981,BROWN,3
HOLDEN,UTILITY,1981,CREAM,5
HOLDEN,UTILITY,1981,GOLD,2
HOLDEN,UTILITY,1981,GREEN,7
HOLDEN,UTILITY,1981,GREY,2
HOLDEN,UTILITY,1981,MAROON,1
HOLDEN,UTILITY,1981,ORANGE,1
HOLDEN,UTILITY,1981,PINK,1
HOLDEN,UTILITY,1981,RED,8
HOLDEN,UTILITY,1981,SILVER,2
HOLDEN,UTILITY,1981,TURQUOISE,1
HOLDEN,UTILITY,1981,WHITE,20
HOLDEN,UTILITY,1981,YELLOW,7
HOLDEN,UTILITY,1982,BLUE,10
HOLDEN,UTILITY,1982,BROWN,2
HOLDEN,UTILITY,1982,CREAM,5
HOLDEN,UTILITY,1982,FAWN,3
HOLDEN,UTILITY,1982,GREEN,1
HOLDEN,UTILITY,1982,GREY,1
HOLDEN,UTILITY,1982,ORANGE,1
HOLDEN,UTILITY,1982,RED,10
HOLDEN,UTILITY,1982,SILVER,3
HOLDEN,UTILITY,1982,TAN,1
HOLDEN,UTILITY,1982,TURQUOISE,1
HOLDEN,UTILITY,1982,WHITE,32
HOLDEN,UTILITY,1982,YELLOW,4
HOLDEN,UTILITY,1983,BLUE,3
HOLDEN,UTILITY,1983,BROWN,1
HOLDEN,UTILITY,1983,CREAM,4
HOLDEN,UTILITY,1983,FAWN,1
HOLDEN,UTILITY,1983,GOLD,1
HOLDEN,UTILITY,1983,GREEN,4
HOLDEN,UTILITY,1983,ORANGE,1
HOLDEN,UTILITY,1983,RED,5
HOLDEN,UTILITY,1983,SILVER,2
HOLDEN,UTILITY,1983,WHITE,21
HOLDEN,UTILITY,1983,YELLOW,11
HOLDEN,UTILITY,1984,BLACK,1
HOLDEN,UTILITY,1984,BLUE,16
HOLDEN,UTILITY,1984,BROWN,2
HOLDEN,UTILITY,1984,CREAM,3
HOLDEN,UTILITY,1984,FAWN,8
HOLDEN,UTILITY,1984,GOLD,1
HOLDEN,UTILITY,1984,GREEN,3
HOLDEN,UTILITY,1984,GREY,2
HOLDEN,UTILITY,1984,MAROON,2
HOLDEN,UTILITY,1984,ORANGE,2
HOLDEN,UTILITY,1984,PURPLE,1
HOLDEN,UTILITY,1984,RED,5
HOLDEN,UTILITY,1984,SILVER,1
HOLDEN,UTILITY,1984,WHITE,47
HOLDEN,UTILITY,1984,YELLOW,2
HOLDEN,UTILITY,1985,BEIGE,1
HOLDEN,UTILITY,1985,BLACK,1
HOLDEN,UTILITY,1985,CREAM,1
HOLDEN,UTILITY,1985,FAWN,3
HOLDEN,UTILITY,1985,RED,4
HOLDEN,UTILITY,1985,SILVER,1
HOLDEN,UTILITY,1985,TAN,1
HOLDEN,UTILITY,1985,WHITE,21
HOLDEN,UTILITY,1985,YELLOW,2
HOLDEN,UTILITY,1986,BROWN,1
HOLDEN,UTILITY,1986,GOLD,1
HOLDEN,UTILITY,1986,GREEN,2
HOLDEN,UTILITY,1986,RED,3
HOLDEN,UTILITY,1986,WHITE,5
HOLDEN,UTILITY,1987,GOLD,1
HOLDEN,UTILITY,1987,RED,2
HOLDEN,UTILITY,1987,WHITE,6
HOLDEN,UTILITY,1988,RED,2
HOLDEN,UTILITY,1988,WHITE,21
HOLDEN,UTILITY,1989,BLUE,4
HOLDEN,UTILITY,1989,BROWN,1
HOLDEN,UTILITY,1989,CREAM,2
HOLDEN,UTILITY,1989,FAWN,2
HOLDEN,UTILITY,1989,GREEN,1
HOLDEN,UTILITY,1989,ORANGE,1
HOLDEN,UTILITY,1989,RED,6
HOLDEN,UTILITY,1989,SILVER,2
HOLDEN,UTILITY,1989,TURQUOISE,1
HOLDEN,UTILITY,1989,WHITE,55
HOLDEN,UTILITY,1990,BLUE,8
HOLDEN,UTILITY,1990,CREAM,5
HOLDEN,UTILITY,1990,FAWN,1
HOLDEN,UTILITY,1990,GREEN,1
HOLDEN,UTILITY,1990,GREY,1
HOLDEN,UTILITY,1990,RED,22
HOLDEN,UTILITY,1990,WHITE,114
HOLDEN,UTILITY,1991,BEIGE,1
HOLDEN,UTILITY,1991,BLUE,15
HOLDEN,UTILITY,1991,CREAM,3
HOLDEN,UTILITY,1991,FAWN,1
HOLDEN,UTILITY,1991,GOLD,1
HOLDEN,UTILITY,1991,GREEN,1
HOLDEN,UTILITY,1991,GREY,4
HOLDEN,UTILITY,1991,MAROON,1
HOLDEN,UTILITY,1991,RED,18
HOLDEN,UTILITY,1991,SILVER,4
HOLDEN,UTILITY,1991,WHITE,79
HOLDEN,UTILITY,1992,BLUE,21
HOLDEN,UTILITY,1992,CREAM,5
HOLDEN,UTILITY,1992,FAWN,1
HOLDEN,UTILITY,1992,GREY,5
HOLDEN,UTILITY,1992,MAROON,1
HOLDEN,UTILITY,1992,RED,19
HOLDEN,UTILITY,1992,SILVER,4
HOLDEN,UTILITY,1992,WHITE,129
HOLDEN,UTILITY,1993,BLACK,2
HOLDEN,UTILITY,1993,BLUE,15
HOLDEN,UTILITY,1993,CREAM,1
HOLDEN,UTILITY,1993,GOLD,1
HOLDEN,UTILITY,1993,GREEN,7
HOLDEN,UTILITY,1993,GREY,5
HOLDEN,UTILITY,1993,PURPLE,2
HOLDEN,UTILITY,1993,RED,17
HOLDEN,UTILITY,1993,SILVER,8
HOLDEN,UTILITY,1993,WHITE,170
HOLDEN,UTILITY,1994,BLACK,3
HOLDEN,UTILITY,1994,BLUE,20
HOLDEN,UTILITY,1994,GOLD,1
HOLDEN,UTILITY,1994,GREEN,1
HOLDEN,UTILITY,1994,GREY,16
HOLDEN,UTILITY,1994,PURPLE,1
HOLDEN,UTILITY,1994,RED,28
HOLDEN,UTILITY,1994,SILVER,17
HOLDEN,UTILITY,1994,TURQUOISE,1
HOLDEN,UTILITY,1994,WHITE,213
HOLDEN,UTILITY,1994,YELLOW,2
HOLDEN,UTILITY,1995,BLACK,15
HOLDEN,UTILITY,1995,BLUE,29
HOLDEN,UTILITY,1995,GOLD,2
HOLDEN,UTILITY,1995,GREEN,32
HOLDEN,UTILITY,1995,GREY,7
HOLDEN,UTILITY,1995,MAROON,1
HOLDEN,UTILITY,1995,PURPLE,2
HOLDEN,UTILITY,1995,RED,26
HOLDEN,UTILITY,1995,SILVER,12
HOLDEN,UTILITY,1995,WHITE,298
HOLDEN,UTILITY,1995,YELLOW,2
HOLDEN,UTILITY,1996,BLACK,32
HOLDEN,UTILITY,1996,BLUE,35
HOLDEN,UTILITY,1996,CREAM,2
HOLDEN,UTILITY,1996,GREEN,47
HOLDEN,UTILITY,1996,GREY,3
HOLDEN,UTILITY,1996,PURPLE,1
HOLDEN,UTILITY,1996,RED,34
HOLDEN,UTILITY,1996,SILVER,15
HOLDEN,UTILITY,1996,WHITE,411
HOLDEN,UTILITY,1997,BLACK,20
HOLDEN,UTILITY,1997,BLUE,67
HOLDEN,UTILITY,1997,BROWN,3
HOLDEN,UTILITY,1997,CREAM,3
HOLDEN,UTILITY,1997,GREEN,37
HOLDEN,UTILITY,1997,GREY,13
HOLDEN,UTILITY,1997,MAROON,2
HOLDEN,UTILITY,1997,ORANGE,1
HOLDEN,UTILITY,1997,RED,30
HOLDEN,UTILITY,1997,SILVER,36
HOLDEN,UTILITY,1997,TURQUOISE,2
HOLDEN,UTILITY,1997,WHITE,388
HOLDEN,UTILITY,1997,YELLOW,1
HOLDEN,UTILITY,1998,BEIGE,1
HOLDEN,UTILITY,1998,BLACK,22
HOLDEN,UTILITY,1998,BLUE,101
HOLDEN,UTILITY,1998,BROWN,10
HOLDEN,UTILITY,1998,FAWN,1
HOLDEN,UTILITY,1998,GOLD,17
HOLDEN,UTILITY,1998,GREEN,19
HOLDEN,UTILITY,1998,GREY,21
HOLDEN,UTILITY,1998,MAROON,5
HOLDEN,UTILITY,1998,PURPLE,2
HOLDEN,UTILITY,1998,RED,40
HOLDEN,UTILITY,1998,SILVER,100
HOLDEN,UTILITY,1998,WHITE,511
HOLDEN,UTILITY,1998,YELLOW,1
HOLDEN,UTILITY,1999,BLACK,31
HOLDEN,UTILITY,1999,BLUE,79
HOLDEN,UTILITY,1999,BRONZE,1
HOLDEN,UTILITY,1999,BROWN,5
HOLDEN,UTILITY,1999,GOLD,22
HOLDEN,UTILITY,1999,GREEN,14
HOLDEN,UTILITY,1999,GREY,23
HOLDEN,UTILITY,1999,MAROON,1
HOLDEN,UTILITY,1999,ORANGE,1
HOLDEN,UTILITY,1999,RED,40
HOLDEN,UTILITY,1999,SILVER,90
HOLDEN,UTILITY,1999,WHITE,552
HOLDEN,UTILITY,2000,BLACK,26
HOLDEN,UTILITY,2000,BLUE,70
HOLDEN,UTILITY,2000,BROWN,1
HOLDEN,UTILITY,2000,FAWN,1
HOLDEN,UTILITY,2000,GOLD,11
HOLDEN,UTILITY,2000,GREEN,18
HOLDEN,UTILITY,2000,GREY,11
HOLDEN,UTILITY,2000,MAROON,1
HOLDEN,UTILITY,2000,RED,44
HOLDEN,UTILITY,2000,SILVER,95
HOLDEN,UTILITY,2000,TURQUOISE,2
HOLDEN,UTILITY,2000,WHITE,525
HOLDEN,UTILITY,2001,BLACK,149
HOLDEN,UTILITY,2001,BLUE,72
HOLDEN,UTILITY,2001,BROWN,1
HOLDEN,UTILITY,2001,FAWN,1
HOLDEN,UTILITY,2001,GOLD,59
HOLDEN,UTILITY,2001,GREEN,12
HOLDEN,UTILITY,2001,GREY,11
HOLDEN,UTILITY,2001,MAROON,1
HOLDEN,UTILITY,2001,ORANGE,36
HOLDEN,UTILITY,2001,PURPLE,2
HOLDEN,UTILITY,2001,RED,140
HOLDEN,UTILITY,2001,SILVER,57
HOLDEN,UTILITY,2001,WHITE,617
HOLDEN,UTILITY,2001,YELLOW,13
HOLDEN,UTILITY,2002,BLACK,154
HOLDEN,UTILITY,2002,BLUE,171
HOLDEN,UTILITY,2002,BROWN,3
HOLDEN,UTILITY,2002,GOLD,61
HOLDEN,UTILITY,2002,GREEN,63
HOLDEN,UTILITY,2002,GREY,11
HOLDEN,UTILITY,2002,MAROON,2
HOLDEN,UTILITY,2002,ORANGE,1
HOLDEN,UTILITY,2002,RED,133
HOLDEN,UTILITY,2002,SILVER,82
HOLDEN,UTILITY,2002,TAN,1
HOLDEN,UTILITY,2002,WHITE,670
HOLDEN,UTILITY,2002,YELLOW,37
HOLDEN,UTILITY,2003,BEIGE,6
HOLDEN,UTILITY,2003,BLACK,213
HOLDEN,UTILITY,2003,BLUE,128
HOLDEN,UTILITY,2003,BRONZE,1
HOLDEN,UTILITY,2003,BROWN,12
HOLDEN,UTILITY,2003,FAWN,1
HOLDEN,UTILITY,2003,GOLD,82
HOLDEN,UTILITY,2003,GREEN,130
HOLDEN,UTILITY,2003,GREY,65
HOLDEN,UTILITY,2003,MAROON,12
HOLDEN,UTILITY,2003,PURPLE,70
HOLDEN,UTILITY,2003,RED,181
HOLDEN,UTILITY,2003,SILVER,167
HOLDEN,UTILITY,2003,TAN,1
HOLDEN,UTILITY,2003,WHITE,837
HOLDEN,UTILITY,2003,YELLOW,1
HOLDEN,UTILITY,2004,BEIGE,4
HOLDEN,UTILITY,2004,BLACK,233
HOLDEN,UTILITY,2004,BLUE,205
HOLDEN,UTILITY,2004,BROWN,7
HOLDEN,UTILITY,2004,FAWN,1
HOLDEN,UTILITY,2004,GOLD,70
HOLDEN,UTILITY,2004,GREEN,9
HOLDEN,UTILITY,2004,GREY,101
HOLDEN,UTILITY,2004,MAROON,14
HOLDEN,UTILITY,2004,MAUVE,2
HOLDEN,UTILITY,2004,ORANGE,1
HOLDEN,UTILITY,2004,PURPLE,84
HOLDEN,UTILITY,2004,RED,218
HOLDEN,UTILITY,2004,SILVER,309
HOLDEN,UTILITY,2004,TAN,1
HOLDEN,UTILITY,2004,WHITE,"1,098"
HOLDEN,UTILITY,2004,YELLOW,1
HOLDEN,UTILITY,2005,BEIGE,2
HOLDEN,UTILITY,2005,BLACK,156
HOLDEN,UTILITY,2005,BLUE,270
HOLDEN,UTILITY,2005,BROWN,4
HOLDEN,UTILITY,2005,CREAM,1
HOLDEN,UTILITY,2005,GOLD,71
HOLDEN,UTILITY,2005,GREEN,1
HOLDEN,UTILITY,2005,GREY,110
HOLDEN,UTILITY,2005,MAROON,13
HOLDEN,UTILITY,2005,RED,137
HOLDEN,UTILITY,2005,SILVER,259
HOLDEN,UTILITY,2005,TAN,1
HOLDEN,UTILITY,2005,WHITE,"1,062"
HOLDEN,UTILITY,2005,YELLOW,1
HOLDEN,UTILITY,2006,BLACK,114
HOLDEN,UTILITY,2006,BLUE,114
HOLDEN,UTILITY,2006,GOLD,42
HOLDEN,UTILITY,2006,GREY,51
HOLDEN,UTILITY,2006,MAROON,6
HOLDEN,UTILITY,2006,ORANGE,38
HOLDEN,UTILITY,2006,RED,50
HOLDEN,UTILITY,2006,SILVER,166
HOLDEN,UTILITY,2006,WHITE,817
HOLDEN,UTILITY,2006,YELLOW,25
HOLDEN,UTILITY,2007,BEIGE,2
HOLDEN,UTILITY,2007,BLACK,128
HOLDEN,UTILITY,2007,BLUE,46
HOLDEN,UTILITY,2007,BROWN,4
HOLDEN,UTILITY,2007,GOLD,23
HOLDEN,UTILITY,2007,GREEN,71
HOLDEN,UTILITY,2007,GREY,42
HOLDEN,UTILITY,2007,MAROON,4
HOLDEN,UTILITY,2007,ORANGE,27
HOLDEN,UTILITY,2007,PURPLE,29
HOLDEN,UTILITY,2007,RED,102
HOLDEN,UTILITY,2007,SILVER,199
HOLDEN,UTILITY,2007,TAN,1
HOLDEN,UTILITY,2007,WHITE,922
HOLDEN,UTILITY,2007,YELLOW,8
HOLDEN,UTILITY,2008,BLACK,228
HOLDEN,UTILITY,2008,BLUE,132
HOLDEN,UTILITY,2008,GOLD,18
HOLDEN,UTILITY,2008,GREEN,89
HOLDEN,UTILITY,2008,GREY,67
HOLDEN,UTILITY,2008,MAROON,4
HOLDEN,UTILITY,2008,ORANGE,2
HOLDEN,UTILITY,2008,PURPLE,5
HOLDEN,UTILITY,2008,RED,92
HOLDEN,UTILITY,2008,SILVER,311
HOLDEN,UTILITY,2008,WHITE,835
HOLDEN,UTILITY,2008,YELLOW,3
HOLDEN,UTILITY,2009,BLACK,310
HOLDEN,UTILITY,2009,BLUE,238
HOLDEN,UTILITY,2009,GOLD,18
HOLDEN,UTILITY,2009,GREEN,68
HOLDEN,UTILITY,2009,GREY,169
HOLDEN,UTILITY,2009,MAROON,2
HOLDEN,UTILITY,2009,ORANGE,14
HOLDEN,UTILITY,2009,RED,86
HOLDEN,UTILITY,2009,SILVER,275
HOLDEN,UTILITY,2009,WHITE,797
HOLDEN,UTILITY,2009,YELLOW,1
HOLDEN,UTILITY,2010,BLACK,238
HOLDEN,UTILITY,2010,BLUE,158
HOLDEN,UTILITY,2010,GOLD,8
HOLDEN,UTILITY,2010,GREEN,84
HOLDEN,UTILITY,2010,GREY,185
HOLDEN,UTILITY,2010,MAROON,3
HOLDEN,UTILITY,2010,ORANGE,7
HOLDEN,UTILITY,2010,RED,93
HOLDEN,UTILITY,2010,SILVER,225
HOLDEN,UTILITY,2010,WHITE,664
HOLDEN,UTILITY,2010,YELLOW,17
HOLDEN,UTILITY,2011,BLACK,156
HOLDEN,UTILITY,2011,BLUE,96
HOLDEN,UTILITY,2011,GOLD,6
HOLDEN,UTILITY,2011,GREEN,21
HOLDEN,UTILITY,2011,GREY,233
HOLDEN,UTILITY,2011,MAROON,1
HOLDEN,UTILITY,2011,RED,59
HOLDEN,UTILITY,2011,SILVER,223
HOLDEN,UTILITY,2011,WHITE,629
HOLDEN,UTILITY,2011,YELLOW,11
HOLDEN,UTILITY,2012,BLACK,203
HOLDEN,UTILITY,2012,BLUE,126
HOLDEN,UTILITY,2012,GOLD,1
HOLDEN,UTILITY,2012,GREEN,18
HOLDEN,UTILITY,2012,GREY,245
HOLDEN,UTILITY,2012,MAROON,5
HOLDEN,UTILITY,2012,ORANGE,1
HOLDEN,UTILITY,2012,PURPLE,10
HOLDEN,UTILITY,2012,RED,77
HOLDEN,UTILITY,2012,SILVER,154
HOLDEN,UTILITY,2012,TURQUOISE,4
HOLDEN,UTILITY,2012,WHITE,734
HOLDEN,UTILITY,2012,YELLOW,14
HOLDEN,UTILITY,2013,BLACK,174
HOLDEN,UTILITY,2013,BLUE,131
HOLDEN,UTILITY,2013,GOLD,1
HOLDEN,UTILITY,2013,GREEN,14
HOLDEN,UTILITY,2013,GREY,196
HOLDEN,UTILITY,2013,MAROON,5
HOLDEN,UTILITY,2013,ORANGE,40
HOLDEN,UTILITY,2013,RED,89
HOLDEN,UTILITY,2013,SILVER,184
HOLDEN,UTILITY,2013,TURQUOISE,1
HOLDEN,UTILITY,2013,WHITE,746
HOLDEN,UTILITY,2014,BLACK,131
HOLDEN,UTILITY,2014,BLUE,101
HOLDEN,UTILITY,2014,GREEN,13
HOLDEN,UTILITY,2014,GREY,151
HOLDEN,UTILITY,2014,MAROON,2
HOLDEN,UTILITY,2014,ORANGE,67
HOLDEN,UTILITY,2014,RED,81
HOLDEN,UTILITY,2014,SILVER,153
HOLDEN,UTILITY,2014,WHITE,746
HOLDEN,UTILITY,2015,BLACK,118
HOLDEN,UTILITY,2015,BLUE,104
HOLDEN,UTILITY,2015,GOLD,1
HOLDEN,UTILITY,2015,GREEN,26
HOLDEN,UTILITY,2015,GREY,131
HOLDEN,UTILITY,2015,MAROON,1
HOLDEN,UTILITY,2015,ORANGE,53
HOLDEN,UTILITY,2015,RED,83
HOLDEN,UTILITY,2015,SILVER,140
HOLDEN,UTILITY,2015,TURQUOISE,1
HOLDEN,UTILITY,2015,WHITE,649
