"Count of Vehicles by Make ,Body Type and Colour as at  30th June 2020",,,,
MAKE_DESC,BODY_TYPE_DESC,YEAR_OF_MANUFACTURE,COLOUR_DESC,TOTAL
VOLVO,PRIME MOVER,1998,BLACK,1
VOLVO,PRIME MOVER,1998,BLUE,1
VOLVO,PRIME MOVER,1998,WHITE,6
VOLVO,PRIME MOVER,1999,RED,2
VOLVO,PRIME MOVER,1999,WHITE,7
VOLVO,PRIME MOVER,2000,WHITE,10
VOLVO,PRIME MOVER,2001,BLUE,1
VOLVO,PRIME MOVER,2001,RED,3
VOLVO,PRIME MOVER,2001,WHITE,10
VOLVO,PRIME MOVER,2002,BLUE,1
VOLVO,PRIME MOVER,2002,RED,1
VOLVO,PRIME MOVER,2002,WHITE,14
VOLVO,PRIME MOVER,2003,GREEN,1
VOLVO,PRIME MOVER,2003,WHITE,26
VOLVO,PRIME MOVER,2003,YELLOW,2
VOLVO,PRIME MOVER,2004,BLUE,4
VOLVO,PRIME MOVER,2004,GREEN,1
VOLVO,PRIME MOVER,2004,WHITE,29
VOLVO,PRIME MOVER,2005,BLUE,1
VOLVO,PRIME MOVER,2005,GREEN,1
VOLVO,PRIME MOVER,2005,WHITE,37
VOLVO,PRIME MOVER,2006,GREEN,1
VOLVO,PRIME MOVER,2006,RED,2
VOLVO,PRIME MOVER,2006,WHITE,39
VOLVO,PRIME MOVER,2006,YELLOW,1
VOLVO,PRIME MOVER,2007,RED,1
VOLVO,PRIME MOVER,2007,WHITE,42
VOLVO,PRIME MOVER,2008,BLUE,2
VOLVO,PRIME MOVER,2008,GREEN,1
VOLVO,PRIME MOVER,2008,RED,2
VOLVO,PRIME MOVER,2008,WHITE,40
VOLVO,PRIME MOVER,2008,YELLOW,1
VOLVO,PRIME MOVER,2009,BRONZE,1
VOLVO,PRIME MOVER,2009,GREEN,3
VOLVO,PRIME MOVER,2009,RED,1
VOLVO,PRIME MOVER,2009,WHITE,19
VOLVO,PRIME MOVER,2010,BLUE,1
VOLVO,PRIME MOVER,2010,GREEN,1
VOLVO,PRIME MOVER,2010,WHITE,26
VOLVO,PRIME MOVER,2010,YELLOW,2
VOLVO,PRIME MOVER,2011,BLUE,1
VOLVO,PRIME MOVER,2011,GREEN,1
VOLVO,PRIME MOVER,2011,SILVER,1
VOLVO,PRIME MOVER,2011,WHITE,23
VOLVO,PRIME MOVER,2012,BLUE,2
VOLVO,PRIME MOVER,2012,BROWN,1
VOLVO,PRIME MOVER,2012,GREEN,4
VOLVO,PRIME MOVER,2012,RED,2
VOLVO,PRIME MOVER,2012,WHITE,39
VOLVO,PRIME MOVER,2012,YELLOW,1
VOLVO,PRIME MOVER,2013,BLUE,3
VOLVO,PRIME MOVER,2013,GREEN,5
VOLVO,PRIME MOVER,2013,RED,2
VOLVO,PRIME MOVER,2013,WHITE,46
VOLVO,PRIME MOVER,2013,YELLOW,1
VOLVO,PRIME MOVER,2014,BLUE,4
VOLVO,PRIME MOVER,2014,BROWN,2
VOLVO,PRIME MOVER,2014,RED,9
VOLVO,PRIME MOVER,2014,WHITE,41
VOLVO,PRIME MOVER,2015,BLUE,1
VOLVO,PRIME MOVER,2015,BROWN,1
VOLVO,PRIME MOVER,2015,ORANGE,1
VOLVO,PRIME MOVER,2015,RED,2
VOLVO,PRIME MOVER,2015,WHITE,48
VOLVO,PRIME MOVER,2016,BLACK,1
VOLVO,PRIME MOVER,2016,BROWN,2
VOLVO,PRIME MOVER,2016,GREEN,2
VOLVO,PRIME MOVER,2016,RED,5
VOLVO,PRIME MOVER,2016,WHITE,47
VOLVO,PRIME MOVER,2017,BLACK,2
VOLVO,PRIME MOVER,2017,BROWN,1
VOLVO,PRIME MOVER,2017,GREEN,1
VOLVO,PRIME MOVER,2017,RED,2
VOLVO,PRIME MOVER,2017,WHITE,43
VOLVO,PRIME MOVER,2018,BLUE,4
VOLVO,PRIME MOVER,2018,BROWN,1
VOLVO,PRIME MOVER,2018,GREEN,11
VOLVO,PRIME MOVER,2018,ORANGE,1
VOLVO,PRIME MOVER,2018,RED,4
VOLVO,PRIME MOVER,2018,WHITE,81
VOLVO,PRIME MOVER,2018,YELLOW,1
VOLVO,PRIME MOVER,2019,BLACK,1
VOLVO,PRIME MOVER,2019,BROWN,2
VOLVO,PRIME MOVER,2019,GREEN,3
VOLVO,PRIME MOVER,2019,RED,6
VOLVO,PRIME MOVER,2019,WHITE,41
VOLVO,PRIME MOVER,2019,YELLOW,1
VOLVO,PRIME MOVER,2020,RED,4
VOLVO,PRIME MOVER,2020,WHITE,16
VOLVO,SEDAN,1953,MAROON,1
VOLVO,SEDAN,1962,RED,1
VOLVO,SEDAN,1963,CREAM,3
VOLVO,SEDAN,1963,WHITE,1
VOLVO,SEDAN,1963,YELLOW,1
VOLVO,SEDAN,1964,RED,1
VOLVO,SEDAN,1964,WHITE,1
VOLVO,SEDAN,1965,RED,5
VOLVO,SEDAN,1965,WHITE,3
VOLVO,SEDAN,1966,BLUE,1
VOLVO,SEDAN,1966,CREAM,1
VOLVO,SEDAN,1966,GREEN,1
VOLVO,SEDAN,1966,RED,2
VOLVO,SEDAN,1966,WHITE,1
VOLVO,SEDAN,1968,RED,2
VOLVO,SEDAN,1969,BLUE,2
VOLVO,SEDAN,1969,GOLD,1
VOLVO,SEDAN,1969,GREY,1
VOLVO,SEDAN,1969,WHITE,2
VOLVO,SEDAN,1970,BLUE,2
VOLVO,SEDAN,1970,BRONZE,1
VOLVO,SEDAN,1970,GREY,1
VOLVO,SEDAN,1970,ORANGE,1
VOLVO,SEDAN,1970,WHITE,2
VOLVO,SEDAN,1971,GOLD,3
VOLVO,SEDAN,1971,GREY,1
VOLVO,SEDAN,1971,WHITE,4
VOLVO,SEDAN,1971,YELLOW,1
VOLVO,SEDAN,1972,GREEN,1
VOLVO,SEDAN,1972,TAN,1
VOLVO,SEDAN,1972,WHITE,1
VOLVO,SEDAN,1973,RED,1
VOLVO,SEDAN,1973,WHITE,3
VOLVO,SEDAN,1974,FAWN,1
VOLVO,SEDAN,1974,RED,1
VOLVO,SEDAN,1975,BROWN,1
VOLVO,SEDAN,1975,WHITE,2
VOLVO,SEDAN,1976,FAWN,1
VOLVO,SEDAN,1976,SILVER,1
VOLVO,SEDAN,1977,WHITE,1
VOLVO,SEDAN,1977,YELLOW,1
VOLVO,SEDAN,1978,BLUE,1
VOLVO,SEDAN,1978,FAWN,1
VOLVO,SEDAN,1978,WHITE,1
VOLVO,SEDAN,1978,YELLOW,1
VOLVO,SEDAN,1979,BLUE,3
VOLVO,SEDAN,1979,CREAM,1
VOLVO,SEDAN,1979,FAWN,1
VOLVO,SEDAN,1979,GREY,1
VOLVO,SEDAN,1979,SILVER,7
VOLVO,SEDAN,1979,WHITE,2
VOLVO,SEDAN,1979,YELLOW,1
VOLVO,SEDAN,1980,BLUE,1
VOLVO,SEDAN,1980,GOLD,3
VOLVO,SEDAN,1980,SILVER,4
VOLVO,SEDAN,1980,WHITE,2
VOLVO,SEDAN,1980,YELLOW,2
VOLVO,SEDAN,1981,BROWN,1
VOLVO,SEDAN,1981,FAWN,1
VOLVO,SEDAN,1981,MAROON,1
VOLVO,SEDAN,1981,RED,1
VOLVO,SEDAN,1981,SILVER,1
VOLVO,SEDAN,1981,WHITE,2
VOLVO,SEDAN,1982,BLACK,1
VOLVO,SEDAN,1982,BLUE,2
VOLVO,SEDAN,1982,FAWN,1
VOLVO,SEDAN,1982,GOLD,1
VOLVO,SEDAN,1982,SILVER,2
VOLVO,SEDAN,1982,WHITE,2
VOLVO,SEDAN,1983,BLACK,1
VOLVO,SEDAN,1983,BLUE,4
VOLVO,SEDAN,1983,GREEN,1
VOLVO,SEDAN,1983,KHAKI,1
VOLVO,SEDAN,1983,SILVER,1
VOLVO,SEDAN,1983,WHITE,2
VOLVO,SEDAN,1984,BLUE,2
VOLVO,SEDAN,1984,BROWN,1
VOLVO,SEDAN,1984,GREEN,2
VOLVO,SEDAN,1984,RED,4
VOLVO,SEDAN,1984,SILVER,3
VOLVO,SEDAN,1984,WHITE,3
VOLVO,SEDAN,1985,BLUE,1
VOLVO,SEDAN,1985,CREAM,1
VOLVO,SEDAN,1985,GREEN,1
VOLVO,SEDAN,1985,SILVER,8
VOLVO,SEDAN,1985,WHITE,2
VOLVO,SEDAN,1986,BLUE,2
VOLVO,SEDAN,1986,BROWN,1
VOLVO,SEDAN,1986,CREAM,1
VOLVO,SEDAN,1986,FAWN,1
VOLVO,SEDAN,1986,GREEN,1
VOLVO,SEDAN,1986,RED,2
VOLVO,SEDAN,1986,SILVER,2
VOLVO,SEDAN,1986,WHITE,5
VOLVO,SEDAN,1987,BLUE,2
VOLVO,SEDAN,1987,BROWN,2
VOLVO,SEDAN,1987,CREAM,2
VOLVO,SEDAN,1987,GREY,2
VOLVO,SEDAN,1987,RED,2
VOLVO,SEDAN,1987,SILVER,1
VOLVO,SEDAN,1987,WHITE,3
VOLVO,SEDAN,1988,BLUE,4
VOLVO,SEDAN,1988,FAWN,1
VOLVO,SEDAN,1988,GOLD,3
VOLVO,SEDAN,1988,GREEN,2
VOLVO,SEDAN,1988,GREY,2
VOLVO,SEDAN,1988,RED,2
VOLVO,SEDAN,1988,SILVER,1
VOLVO,SEDAN,1988,WHITE,11
VOLVO,SEDAN,1989,BLUE,1
VOLVO,SEDAN,1989,GOLD,4
VOLVO,SEDAN,1989,GREY,3
VOLVO,SEDAN,1989,RED,4
VOLVO,SEDAN,1989,SILVER,4
VOLVO,SEDAN,1989,WHITE,9
VOLVO,SEDAN,1990,BLUE,5
VOLVO,SEDAN,1990,CREAM,1
VOLVO,SEDAN,1990,GOLD,4
VOLVO,SEDAN,1990,SILVER,8
VOLVO,SEDAN,1991,BLUE,5
VOLVO,SEDAN,1991,GOLD,3
VOLVO,SEDAN,1991,GREY,3
VOLVO,SEDAN,1991,RED,1
VOLVO,SEDAN,1991,SILVER,3
VOLVO,SEDAN,1991,WHITE,5
VOLVO,SEDAN,1992,BLUE,6
VOLVO,SEDAN,1992,CREAM,1
VOLVO,SEDAN,1992,GOLD,1
VOLVO,SEDAN,1992,GREY,5
VOLVO,SEDAN,1992,RED,1
VOLVO,SEDAN,1992,SILVER,12
VOLVO,SEDAN,1992,WHITE,12
VOLVO,SEDAN,1993,BLUE,5
VOLVO,SEDAN,1993,CREAM,1
VOLVO,SEDAN,1993,FAWN,1
VOLVO,SEDAN,1993,GREEN,3
VOLVO,SEDAN,1993,MAROON,1
VOLVO,SEDAN,1993,RED,3
VOLVO,SEDAN,1993,SILVER,3
VOLVO,SEDAN,1993,WHITE,8
VOLVO,SEDAN,1994,BLUE,1
VOLVO,SEDAN,1994,GREEN,2
VOLVO,SEDAN,1994,GREY,1
VOLVO,SEDAN,1994,MAROON,1
VOLVO,SEDAN,1994,RED,6
VOLVO,SEDAN,1994,SILVER,4
VOLVO,SEDAN,1994,WHITE,12
VOLVO,SEDAN,1994,YELLOW,1
VOLVO,SEDAN,1995,BLACK,1
VOLVO,SEDAN,1995,BLUE,4
VOLVO,SEDAN,1995,GOLD,1
VOLVO,SEDAN,1995,GREEN,3
VOLVO,SEDAN,1995,GREY,1
VOLVO,SEDAN,1995,RED,8
VOLVO,SEDAN,1995,SILVER,5
VOLVO,SEDAN,1995,WHITE,9
VOLVO,SEDAN,1996,BLACK,2
VOLVO,SEDAN,1996,BLUE,4
VOLVO,SEDAN,1996,GOLD,5
VOLVO,SEDAN,1996,GREEN,1
VOLVO,SEDAN,1996,MAROON,1
VOLVO,SEDAN,1996,RED,3
VOLVO,SEDAN,1996,SILVER,15
VOLVO,SEDAN,1996,WHITE,10
VOLVO,SEDAN,1997,BLACK,2
VOLVO,SEDAN,1997,BLUE,10
VOLVO,SEDAN,1997,GREEN,6
VOLVO,SEDAN,1997,GREY,2
VOLVO,SEDAN,1997,PURPLE,1
VOLVO,SEDAN,1997,RED,4
VOLVO,SEDAN,1997,SILVER,9
VOLVO,SEDAN,1997,WHITE,13
VOLVO,SEDAN,1998,BLACK,1
VOLVO,SEDAN,1998,BLUE,3
VOLVO,SEDAN,1998,BROWN,1
VOLVO,SEDAN,1998,GREEN,6
VOLVO,SEDAN,1998,GREY,3
VOLVO,SEDAN,1998,RED,2
VOLVO,SEDAN,1998,SILVER,9
VOLVO,SEDAN,1998,WHITE,11
VOLVO,SEDAN,1999,BLACK,1
VOLVO,SEDAN,1999,BLUE,9
VOLVO,SEDAN,1999,GOLD,1
VOLVO,SEDAN,1999,GREEN,3
VOLVO,SEDAN,1999,GREY,1
VOLVO,SEDAN,1999,RED,5
VOLVO,SEDAN,1999,SILVER,10
VOLVO,SEDAN,1999,WHITE,11
VOLVO,SEDAN,2000,BLACK,1
VOLVO,SEDAN,2000,BLUE,9
VOLVO,SEDAN,2000,GOLD,7
VOLVO,SEDAN,2000,GREY,2
VOLVO,SEDAN,2000,RED,2
VOLVO,SEDAN,2000,SILVER,11
VOLVO,SEDAN,2000,WHITE,5
VOLVO,SEDAN,2000,YELLOW,1
VOLVO,SEDAN,2001,BLACK,2
VOLVO,SEDAN,2001,BLUE,11
VOLVO,SEDAN,2001,GOLD,9
VOLVO,SEDAN,2001,GREEN,3
VOLVO,SEDAN,2001,GREY,2
VOLVO,SEDAN,2001,MAROON,1
VOLVO,SEDAN,2001,RED,3
VOLVO,SEDAN,2001,SILVER,13
VOLVO,SEDAN,2001,WHITE,13
VOLVO,SEDAN,2002,BLACK,3
VOLVO,SEDAN,2002,BLUE,4
VOLVO,SEDAN,2002,GOLD,8
VOLVO,SEDAN,2002,GREY,2
VOLVO,SEDAN,2002,RED,2
VOLVO,SEDAN,2002,SILVER,14
VOLVO,SEDAN,2002,WHITE,7
VOLVO,SEDAN,2003,BLACK,1
VOLVO,SEDAN,2003,BLUE,6
VOLVO,SEDAN,2003,GOLD,2
VOLVO,SEDAN,2003,GREEN,3
VOLVO,SEDAN,2003,GREY,5
VOLVO,SEDAN,2003,RED,1
VOLVO,SEDAN,2003,SILVER,5
VOLVO,SEDAN,2003,WHITE,6
VOLVO,SEDAN,2004,BLACK,3
VOLVO,SEDAN,2004,BLUE,2
VOLVO,SEDAN,2004,GOLD,2
VOLVO,SEDAN,2004,GREEN,1
VOLVO,SEDAN,2004,GREY,5
VOLVO,SEDAN,2004,MAROON,1
VOLVO,SEDAN,2004,RED,1
VOLVO,SEDAN,2004,SILVER,13
VOLVO,SEDAN,2004,WHITE,3
VOLVO,SEDAN,2005,BLACK,5
VOLVO,SEDAN,2005,BLUE,2
VOLVO,SEDAN,2005,GOLD,1
VOLVO,SEDAN,2005,GREEN,2
VOLVO,SEDAN,2005,GREY,6
VOLVO,SEDAN,2005,SILVER,11
VOLVO,SEDAN,2005,WHITE,2
VOLVO,SEDAN,2006,BLACK,10
VOLVO,SEDAN,2006,BLUE,7
VOLVO,SEDAN,2006,GOLD,1
VOLVO,SEDAN,2006,GREY,7
VOLVO,SEDAN,2006,SILVER,23
VOLVO,SEDAN,2006,WHITE,5
VOLVO,SEDAN,2007,BLACK,17
VOLVO,SEDAN,2007,BLUE,17
VOLVO,SEDAN,2007,GOLD,3
VOLVO,SEDAN,2007,GREEN,1
VOLVO,SEDAN,2007,GREY,16
VOLVO,SEDAN,2007,RED,6
VOLVO,SEDAN,2007,SILVER,33
VOLVO,SEDAN,2007,WHITE,8
VOLVO,SEDAN,2008,BLACK,4
VOLVO,SEDAN,2008,BLUE,4
VOLVO,SEDAN,2008,GREY,4
VOLVO,SEDAN,2008,RED,1
VOLVO,SEDAN,2008,SILVER,16
VOLVO,SEDAN,2008,WHITE,8
VOLVO,SEDAN,2009,BLACK,12
VOLVO,SEDAN,2009,BLUE,3
VOLVO,SEDAN,2009,BRONZE,1
VOLVO,SEDAN,2009,GREEN,1
VOLVO,SEDAN,2009,GREY,9
VOLVO,SEDAN,2009,RED,1
VOLVO,SEDAN,2009,SILVER,20
VOLVO,SEDAN,2009,WHITE,10
VOLVO,SEDAN,2010,BEIGE,2
VOLVO,SEDAN,2010,BLACK,8
VOLVO,SEDAN,2010,BLUE,9
VOLVO,SEDAN,2010,GREY,10
VOLVO,SEDAN,2010,MAROON,2
VOLVO,SEDAN,2010,ORANGE,2
VOLVO,SEDAN,2010,RED,5
VOLVO,SEDAN,2010,SILVER,8
VOLVO,SEDAN,2010,WHITE,14
VOLVO,SEDAN,2011,BEIGE,3
VOLVO,SEDAN,2011,BLACK,11
VOLVO,SEDAN,2011,BLUE,11
VOLVO,SEDAN,2011,GOLD,1
VOLVO,SEDAN,2011,GREEN,1
VOLVO,SEDAN,2011,GREY,12
VOLVO,SEDAN,2011,ORANGE,2
VOLVO,SEDAN,2011,RED,7
VOLVO,SEDAN,2011,SILVER,10
VOLVO,SEDAN,2011,WHITE,14
VOLVO,SEDAN,2012,BLACK,11
VOLVO,SEDAN,2012,BLUE,3
VOLVO,SEDAN,2012,GREY,3
VOLVO,SEDAN,2012,RED,3
VOLVO,SEDAN,2012,SILVER,5
VOLVO,SEDAN,2012,WHITE,8
VOLVO,SEDAN,2013,BEIGE,1
VOLVO,SEDAN,2013,BLACK,15
VOLVO,SEDAN,2013,BLUE,12
VOLVO,SEDAN,2013,GREY,5
VOLVO,SEDAN,2013,RED,5
VOLVO,SEDAN,2013,SILVER,11
VOLVO,SEDAN,2013,WHITE,11
VOLVO,SEDAN,2014,BEIGE,1
VOLVO,SEDAN,2014,BLACK,16
VOLVO,SEDAN,2014,BLUE,23
VOLVO,SEDAN,2014,GREY,11
VOLVO,SEDAN,2014,MAROON,1
VOLVO,SEDAN,2014,RED,5
VOLVO,SEDAN,2014,SILVER,17
VOLVO,SEDAN,2014,WHITE,28
VOLVO,SEDAN,2015,BEIGE,1
VOLVO,SEDAN,2015,BLACK,10
VOLVO,SEDAN,2015,BLUE,6
VOLVO,SEDAN,2015,BRONZE,1
VOLVO,SEDAN,2015,GREY,10
VOLVO,SEDAN,2015,RED,5
VOLVO,SEDAN,2015,SILVER,12
VOLVO,SEDAN,2015,WHITE,11
VOLVO,SEDAN,2016,BEIGE,1
VOLVO,SEDAN,2016,BLACK,10
VOLVO,SEDAN,2016,BLUE,8
VOLVO,SEDAN,2016,GOLD,1
VOLVO,SEDAN,2016,GREY,10
VOLVO,SEDAN,2016,RED,2
VOLVO,SEDAN,2016,SILVER,12
VOLVO,SEDAN,2016,WHITE,18
VOLVO,SEDAN,2017,BLACK,5
VOLVO,SEDAN,2017,BLUE,5
VOLVO,SEDAN,2017,BROWN,1
VOLVO,SEDAN,2017,GOLD,1
VOLVO,SEDAN,2017,GREY,8
VOLVO,SEDAN,2017,RED,3
VOLVO,SEDAN,2017,SILVER,5
VOLVO,SEDAN,2017,WHITE,14
VOLVO,SEDAN,2018,GOLD,1
VOLVO,SEDAN,2018,WHITE,3
VOLVO,SEDAN,2019,BLUE,2
VOLVO,SEDAN,2019,GREY,1
VOLVO,SEDAN,2019,WHITE,2
VOLVO,SEDAN,2020,WHITE,1
VOLVO,SMALL BUS,1981,BROWN,1
VOLVO,SMALL BUS,1987,WHITE,1
VOLVO,SPRAY TANKER VEHICLE,1979,WHITE,1
VOLVO,SPRAY TANKER VEHICLE,1984,WHITE,1
VOLVO,STATION WAGON,1964,YELLOW,1
VOLVO,STATION WAGON,1965,GOLD,1
VOLVO,STATION WAGON,1973,BLUE,1
VOLVO,STATION WAGON,1976,RED,1
VOLVO,STATION WAGON,1978,BROWN,1
VOLVO,STATION WAGON,1979,RED,1
VOLVO,STATION WAGON,1979,YELLOW,1
VOLVO,STATION WAGON,1980,WHITE,4
VOLVO,STATION WAGON,1980,YELLOW,1
VOLVO,STATION WAGON,1981,YELLOW,1
VOLVO,STATION WAGON,1982,WHITE,1
VOLVO,STATION WAGON,1983,BLUE,1
VOLVO,STATION WAGON,1983,SILVER,1
VOLVO,STATION WAGON,1983,WHITE,1
VOLVO,STATION WAGON,1984,BLUE,1
VOLVO,STATION WAGON,1984,RED,1
VOLVO,STATION WAGON,1984,WHITE,1
VOLVO,STATION WAGON,1985,SILVER,2
VOLVO,STATION WAGON,1986,MAROON,1
VOLVO,STATION WAGON,1986,SILVER,1
VOLVO,STATION WAGON,1987,BLUE,2
VOLVO,STATION WAGON,1987,GREEN,2
VOLVO,STATION WAGON,1987,SILVER,1
VOLVO,STATION WAGON,1987,WHITE,2
VOLVO,STATION WAGON,1988,BLUE,3
VOLVO,STATION WAGON,1988,GREEN,2
VOLVO,STATION WAGON,1988,SILVER,6
VOLVO,STATION WAGON,1988,WHITE,5
VOLVO,STATION WAGON,1989,BLUE,2
VOLVO,STATION WAGON,1989,FAWN,2
VOLVO,STATION WAGON,1989,GOLD,1
VOLVO,STATION WAGON,1989,SILVER,3
VOLVO,STATION WAGON,1989,WHITE,7
VOLVO,STATION WAGON,1990,GOLD,4
VOLVO,STATION WAGON,1990,SILVER,2
VOLVO,STATION WAGON,1990,WHITE,6
VOLVO,STATION WAGON,1991,GOLD,2
VOLVO,STATION WAGON,1991,RED,1
VOLVO,STATION WAGON,1991,SILVER,1
VOLVO,STATION WAGON,1991,WHITE,1
VOLVO,STATION WAGON,1992,SILVER,3
VOLVO,STATION WAGON,1992,WHITE,4
VOLVO,STATION WAGON,1993,SILVER,2
VOLVO,STATION WAGON,1993,WHITE,1
VOLVO,STATION WAGON,1994,GOLD,1
VOLVO,STATION WAGON,1994,GREEN,3
VOLVO,STATION WAGON,1994,GREY,1
VOLVO,STATION WAGON,1994,RED,1
VOLVO,STATION WAGON,1994,SILVER,3
VOLVO,STATION WAGON,1994,WHITE,2
VOLVO,STATION WAGON,1995,BLUE,4
VOLVO,STATION WAGON,1995,MAROON,1
VOLVO,STATION WAGON,1995,RED,3
VOLVO,STATION WAGON,1995,SILVER,6
VOLVO,STATION WAGON,1995,WHITE,3
VOLVO,STATION WAGON,1996,BLUE,3
VOLVO,STATION WAGON,1996,GOLD,3
VOLVO,STATION WAGON,1996,GREEN,1
VOLVO,STATION WAGON,1996,GREY,1
VOLVO,STATION WAGON,1996,MAROON,1
VOLVO,STATION WAGON,1996,RED,3
VOLVO,STATION WAGON,1996,SILVER,2
VOLVO,STATION WAGON,1996,WHITE,7
VOLVO,STATION WAGON,1997,BLUE,7
VOLVO,STATION WAGON,1997,GREEN,2
VOLVO,STATION WAGON,1997,GREY,2
VOLVO,STATION WAGON,1997,RED,3
VOLVO,STATION WAGON,1997,SILVER,4
VOLVO,STATION WAGON,1997,WHITE,7
VOLVO,STATION WAGON,1998,BLUE,4
VOLVO,STATION WAGON,1998,GREEN,2
VOLVO,STATION WAGON,1998,RED,2
VOLVO,STATION WAGON,1998,SILVER,7
VOLVO,STATION WAGON,1998,WHITE,9
VOLVO,STATION WAGON,1999,BLUE,4
VOLVO,STATION WAGON,1999,GREY,1
VOLVO,STATION WAGON,1999,RED,1
VOLVO,STATION WAGON,1999,SILVER,13
VOLVO,STATION WAGON,1999,WHITE,9
VOLVO,STATION WAGON,2000,BLACK,1
VOLVO,STATION WAGON,2000,BLUE,2
VOLVO,STATION WAGON,2000,GREEN,2
VOLVO,STATION WAGON,2000,MAROON,2
VOLVO,STATION WAGON,2000,RED,3
VOLVO,STATION WAGON,2000,SILVER,10
VOLVO,STATION WAGON,2000,WHITE,3
VOLVO,STATION WAGON,2001,BLACK,1
VOLVO,STATION WAGON,2001,BLUE,7
VOLVO,STATION WAGON,2001,GOLD,5
VOLVO,STATION WAGON,2001,GREEN,3
VOLVO,STATION WAGON,2001,RED,2
VOLVO,STATION WAGON,2001,SILVER,10
VOLVO,STATION WAGON,2001,WHITE,8
VOLVO,STATION WAGON,2002,BEIGE,2
VOLVO,STATION WAGON,2002,BLACK,1
VOLVO,STATION WAGON,2002,BLUE,4
VOLVO,STATION WAGON,2002,BROWN,1
VOLVO,STATION WAGON,2002,GOLD,6
VOLVO,STATION WAGON,2002,GREEN,3
VOLVO,STATION WAGON,2002,GREY,1
VOLVO,STATION WAGON,2002,RED,3
VOLVO,STATION WAGON,2002,SILVER,9
VOLVO,STATION WAGON,2002,WHITE,5
VOLVO,STATION WAGON,2003,BEIGE,1
VOLVO,STATION WAGON,2003,BLACK,7
VOLVO,STATION WAGON,2003,BLUE,4
VOLVO,STATION WAGON,2003,FAWN,2
VOLVO,STATION WAGON,2003,GOLD,6
VOLVO,STATION WAGON,2003,GREEN,1
VOLVO,STATION WAGON,2003,GREY,5
VOLVO,STATION WAGON,2003,MAROON,1
VOLVO,STATION WAGON,2003,RED,1
VOLVO,STATION WAGON,2003,SILVER,21
VOLVO,STATION WAGON,2003,WHITE,9
VOLVO,STATION WAGON,2004,BLACK,7
VOLVO,STATION WAGON,2004,BLUE,6
VOLVO,STATION WAGON,2004,FAWN,1
VOLVO,STATION WAGON,2004,GOLD,4
VOLVO,STATION WAGON,2004,GREEN,2
VOLVO,STATION WAGON,2004,GREY,5
VOLVO,STATION WAGON,2004,RED,2
VOLVO,STATION WAGON,2004,SILVER,20
VOLVO,STATION WAGON,2004,WHITE,9
VOLVO,STATION WAGON,2005,BLACK,17
VOLVO,STATION WAGON,2005,BLUE,8
VOLVO,STATION WAGON,2005,BROWN,3
VOLVO,STATION WAGON,2005,FAWN,1
VOLVO,STATION WAGON,2005,GOLD,4
VOLVO,STATION WAGON,2005,GREEN,6
VOLVO,STATION WAGON,2005,GREY,14
VOLVO,STATION WAGON,2005,SILVER,33
VOLVO,STATION WAGON,2005,WHITE,11
VOLVO,STATION WAGON,2006,BLACK,20
VOLVO,STATION WAGON,2006,BLUE,18
VOLVO,STATION WAGON,2006,BRONZE,1
VOLVO,STATION WAGON,2006,GOLD,4
VOLVO,STATION WAGON,2006,GREEN,4
VOLVO,STATION WAGON,2006,GREY,18
VOLVO,STATION WAGON,2006,MAROON,1
VOLVO,STATION WAGON,2006,SILVER,33
VOLVO,STATION WAGON,2006,WHITE,11
VOLVO,STATION WAGON,2007,BLACK,13
VOLVO,STATION WAGON,2007,BLUE,11
VOLVO,STATION WAGON,2007,BRONZE,2
VOLVO,STATION WAGON,2007,GOLD,1
VOLVO,STATION WAGON,2007,GREEN,3
VOLVO,STATION WAGON,2007,GREY,19
VOLVO,STATION WAGON,2007,MAROON,2
VOLVO,STATION WAGON,2007,RED,3
VOLVO,STATION WAGON,2007,SILVER,39
VOLVO,STATION WAGON,2007,WHITE,12
VOLVO,STATION WAGON,2008,BEIGE,1
VOLVO,STATION WAGON,2008,BLACK,21
VOLVO,STATION WAGON,2008,BLUE,10
VOLVO,STATION WAGON,2008,BROWN,2
VOLVO,STATION WAGON,2008,FAWN,1
VOLVO,STATION WAGON,2008,GOLD,1
VOLVO,STATION WAGON,2008,GREEN,2
VOLVO,STATION WAGON,2008,GREY,29
VOLVO,STATION WAGON,2008,RED,4
VOLVO,STATION WAGON,2008,SILVER,35
VOLVO,STATION WAGON,2008,WHITE,8
VOLVO,STATION WAGON,2009,BEIGE,1
VOLVO,STATION WAGON,2009,BLACK,36
VOLVO,STATION WAGON,2009,BLUE,6
VOLVO,STATION WAGON,2009,BRONZE,4
VOLVO,STATION WAGON,2009,BROWN,2
VOLVO,STATION WAGON,2009,GOLD,1
VOLVO,STATION WAGON,2009,GREEN,4
VOLVO,STATION WAGON,2009,GREY,24
VOLVO,STATION WAGON,2009,SILVER,36
VOLVO,STATION WAGON,2009,WHITE,23
VOLVO,STATION WAGON,2010,BEIGE,2
VOLVO,STATION WAGON,2010,BLACK,29
VOLVO,STATION WAGON,2010,BLUE,7
VOLVO,STATION WAGON,2010,BRONZE,3
VOLVO,STATION WAGON,2010,BROWN,1
VOLVO,STATION WAGON,2010,GREEN,3
VOLVO,STATION WAGON,2010,GREY,33
VOLVO,STATION WAGON,2010,RED,5
VOLVO,STATION WAGON,2010,SILVER,20
VOLVO,STATION WAGON,2010,WHITE,30
